21:01:40.071 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=66, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:45.823 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=67, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:50.828 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=68, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:55.832 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=69, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:56.126 [Thread-92] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
21:17:25.818 [http-nio-8088-exec-4] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed执行完毕，但返回参数为 null==============
21:17:25.818 [http-nio-8088-exec-4] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:17:25.818 [http-nio-8088-exec-4] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed已经执行完==============
21:17:29.982 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=77, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:17:34.989 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=78, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:17:39.995 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=79, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:17:45.001 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=80, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:17:50.009 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=81, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:17:55.014 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=82, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:00.023 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=83, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:05.028 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=84, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:10.033 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=85, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:15.041 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=86, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:20.049 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=87, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:25.055 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=88, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:30.070 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=89, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:35.079 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=90, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:40.085 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=91, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:45.092 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=92, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:45.334 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:18:45.335 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: requestInitialized，属于com.example.lyc.springboot.demo.listener.MyServletRequestListener包==============
21:18:45.335 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:18:45.335 [http-nio-8088-exec-5] INFO  c.e.l.s.d.l.MyServletRequestListener - session id为：null
21:18:45.335 [http-nio-8088-exec-5] INFO  c.e.l.s.d.l.MyServletRequestListener - request url为：http://3z5753f148.vicp.fun/location
21:18:45.336 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestInitialized执行完毕，但返回参数为 null==============
21:18:45.336 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:18:45.336 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestInitialized已经执行完==============
21:18:45.338 [http-nio-8088-exec-5] INFO  c.e.l.s.d.c.I.MyInterceptor - ====拦截到了方法：saveUserLocation，在该方法执行之前执行====
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: saveUserLocation，属于com.example.lyc.springboot.demo.controller.LbsController包==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==================用户请求的url为：http://3z5753f148.vicp.fun/location，ip地址为：127.0.0.1==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: saveLocationInfo，属于com.example.lyc.springboot.demo.serviceImpl.LbsServiceImpl包==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==================用户请求的url为：http://3z5753f148.vicp.fun/location，ip地址为：127.0.0.1==============
21:18:45.341 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:18:45.342 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: insertLbsInfo，属于com.example.lyc.springboot.demo.mapper.LbsMapper包==============
21:18:45.342 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==================用户请求的url为：http://3z5753f148.vicp.fun/location，ip地址为：127.0.0.1==============
21:18:45.345 [http-nio-8088-exec-5] DEBUG c.e.l.s.d.m.LbsMapper.insertLbsInfo - ==>  Preparing: INSERT INTO user_location (user_id, latitude, longitude, address) VALUES (?, ?, ?, ?)
21:18:45.347 [http-nio-8088-exec-5] DEBUG c.e.l.s.d.m.LbsMapper.insertLbsInfo - ==> Parameters: 7(Long), 118.0(Double), 24.0(Double), 福建泉州(String)
21:18:45.358 [http-nio-8088-exec-5] DEBUG c.e.l.s.d.m.LbsMapper.insertLbsInfo - <==    Updates: 1
21:18:45.358 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法insertLbsInfo执行完毕，但返回参数为 null==============
21:18:45.358 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:18:45.358 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法insertLbsInfo已经执行完==============
21:18:45.358 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法saveLocationInfo执行完毕，但返回参数为 null==============
21:18:45.359 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:18:45.359 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法saveLocationInfo已经执行完==============
21:18:45.359 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法saveUserLocation执行完毕，但返回参数为 null==============
21:18:45.359 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:18:45.359 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法saveUserLocation已经执行完==============
21:18:45.375 [http-nio-8088-exec-5] INFO  c.e.l.s.d.c.I.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.c.I.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: requestDestroyed，属于com.example.lyc.springboot.demo.listener.MyServletRequestListener包==============
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.l.MyServletRequestListener - request end
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed执行完毕，但返回参数为 null==============
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:18:45.376 [http-nio-8088-exec-5] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed已经执行完==============
21:18:50.095 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=93, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:55.101 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=94, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:18:59.750 [Apollo-RemoteConfigLongPollService-1] WARN  c.c.f.a.i.RemoteConfigLongPollService - Long polling failed, will retry in 120 seconds. appId: platform, cluster: default, namespaces: application+message+sensitive-config, long polling url: null, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=10.224.0.20 [Cause: Could not complete get operation [Cause: meta.apollo.xxx.cn]]
21:19:00.111 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=95, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:05.120 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=96, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:10.128 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=97, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:15.134 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=98, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:20.141 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=99, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:25.150 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=100, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:30.154 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=101, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:35.159 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=102, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:40.166 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=103, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:19:45.168 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=104, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
